codigo_fornecedor,classificacao,conta_codigo_reduzido,conta_descricao
0779,4.01.02.02.0031,40102020031,MANUTENÇÃO/RECARGA DOS EXTINTORES DE INCÊNDIO
0779,4.02.03.11.0022,40203110022,MANUTENÇÃO DOS EXTINTORES DE INCÊNDIO
2451,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0262,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0114,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0114,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0114,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
0482,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
2514,4.02.03.06.0074,40203060074,REFORMA DA FACHADA DO CONDOMÍNIO - MÃO DE OBRA
2912,4.02.03.06.0112,40203060112,AQUISIÇÃO DE UTENSILIOS PARA A CHURRASQUEIRA
2912,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
2015,4.01.02.03.0006,40102030006,HONORÁRIOS DE VICE-SÍNDICO(A)
2015,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
3237,4.01.02.02.0171,40102020171,MANUTENÇÃO DO ASFALTO DA GARAGEM
3033,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
0666,4.02.03.09.0004,40203090004,ENCARGOS SOBRE PAGAMENTO DE FÉRIAS
0666,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0666,4.02.03.09.0003,40203090003,FÉRIAS
0666,4.02.03.09.0001,40203090001,13º SALÁRIOS
0145,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0145,4.01.01.01.0021,40101010021,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL
0145,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1756,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
1756,4.01.01.03.0004,40101030004,SERVIÇO DE ZELADORIA - MENSAL
1756,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
1756,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
1756,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
3513,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2952,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
1314,4.01.02.02.0092,40102020092,MANUTENÇÃO DA ILUMINAÇÃO DO CONDOMÍNIO
1314,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
1314,4.01.02.02.0067,40102020067,MANUTENÇÃO DA CENTRAL DE INTERFONES
1314,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
1314,4.02.03.06.0022,40203060022,ATUALIZAÇÃO DO SISTEMA DE SEGURANÇA
1314,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
1314,4.02.03.06.0045,40203060045,REPAROS/REFORMA DO PORTÃO DE VEÍCULOS
1314,4.02.01.02.0050,40201020050,AQUISIÇÃO DE CONTROLE PORTÃO/TAG PARA USO DO CONDOMINIO
1314,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1314,4.01.02.02.0008,40102020008,MANUTENÇÃO ELÉTRICA
1314,4.02.03.08.0012,40203080012,REPARO DO PORTÃO DE VEÍCULOS
2887,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2887,4.02.03.07.0001,40203070001,13º SALÁRIOS
2887,4.02.03.07.0003,40203070003,FÉRIAS
2887,4.01.01.01.0002,40101010002,FÉRIAS
0683,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0683,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0683,4.02.03.09.0001,40203090001,13º SALÁRIOS
0683,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
0683,4.02.03.09.0003,40203090003,FÉRIAS
0683,4.02.03.09.0007,40203090007,RESCISÃO DE CONTRATO DE TRABALHO
0675,4.02.03.07.0001,40203070001,13º SALÁRIOS
0675,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0675,4.01.01.01.0002,40101010002,FÉRIAS
0675,4.02.03.07.0003,40203070003,FÉRIAS
0675,4.01.04.01.0020,40104010020,SERVIÇO DE PORTARIA
0675,4.01.01.01.0015,40101010015,AUXILIO ALIMENTAÇÃO REF. EMPREGADOS
0675,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
0675,4.02.03.07.0001,40203070001,13º SALÁRIOS
0675,4.02.03.07.0003,40203070003,FÉRIAS
1479,4.02.03.01.0041,40203010041,AQUISIÇÃO DE CERVEJEIRA PARA O SALÃO DE FESTAS
3222,4.02.03.06.0120,40203060120,REFORMA DO MURO DA ÁREA DE LAZER
1659,4.02.03.06.0028,40203060028,CUSTAS AÇÃO JUDICIAL
1659,4.02.03.08.0004,40203080004,CUSTAS DE COBRANÇA JUDICIAL
1659,4.02.01.02.0046,40201020046,CUSTAS JUDICIAIS
1120,4.02.01.02.0004,40201020004,TAXA DE CERTIFICAÇÃO DO CORPO DE BOMBEIROS
1120,4.01.01.02.0010,40101020010,TAXA PARA CERTIFICAÇÃO DO CORPO DE BOMBEIROS
1120,4.02.03.10.0010,40203100010,TAXA DE VISTORIA/CERTIFICAÇÃO DO CORPO DE BOMBEIROS
1120,4.02.03.11.0019,40203110019,TAXA PARA CERTIFICAÇÃO DO CORPO DE BOMBEIROS
0787,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0787,4.01.02.02.0050,40102020050,MANUTENÇÕES NAS CALÇADAS INTERNAS
0787,4.02.03.06.0005,40203060005,PINTURA DAS ÁREAS COMUNS
0787,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
0787,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
0787,4.02.03.06.0026,40203060026,REFORMA DO DECK DA PISCINA - MATERIAL
0787,4.02.03.06.0025,40203060025,REFORMA DA SAUNA - MATERIAIS
0787,4.02.03.01.0034,40203010034,INSTALAÇÃO DE ESTRUTURA ELÉTRICA PARA AR CONDICIONADO DO SALÃO DE FESTAS
0787,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
0787,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0787,4.01.01.01.0021,40101010021,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL
2057,4.02.03.01.0044,40203010044,AQUISIÇÃO DE MOVEIS PARA O SALÃO DE FESTAS
1859,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
1859,4.01.02.01.0016,40102010016,CERTIFICADO DIGITAL
2011,4.01.02.02.0118,40102020118,SUBSTITUIÇÃO DE MEDIDORES/REGULADORES DE GÁS
1328,4.02.03.06.0021,40203060021,TESTE DE ESTANQUEIDADE DO SISTEMA DE GÁS
1328,4.01.02.02.0027,40102020027,TESTE DE ESTANQUEIDADE PRUMADA DE GÁS
1328,4.01.02.02.0023,40102020023,MANUTENÇÃO DA CENTRAL DE GÁS
0821,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2221,4.01.02.02.0076,40102020076,MANUTENÇÃO DO CERCADO DE VIDRO DA PISCINA
0134,4.01.02.03.0006,40102030006,HONORÁRIOS DE VICE-SÍNDICO(A)
1721,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
1721,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
1414,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
1414,4.01.02.02.0052,40102020052,INSETICIDA
1414,4.01.01.01.0021,40101010021,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL
1414,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2220,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2220,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1145,4.02.01.02.0073,40201020073,AQUISIÇÃO DE ELETRODOMÉSTICOS
2410,4.02.03.01.0044,40203010044,AQUISIÇÃO DE MOVEIS PARA O SALÃO DE FESTAS
0874,4.02.03.06.0049,40203060049,INSTALAÇÃO DE FORRO EM GESSO NA GARAGEM
0874,4.01.02.02.0009,40102020009,MANUTENÇÃO HIDRÁULICA
0874,4.01.02.02.0045,40102020045,MANUTENÇÃO DA CAIXA DAGUA CISTERNA
0874,4.01.02.02.0066,40102020066,MANUTENÇÃO DA CAIXA DÁGUA ELEVADA
0874,4.01.02.02.0084,40102020084,MANUTENÇÃO DA BOIA/BOMBA DA CAIXA DE ÁGUA
0874,4.02.03.08.0008,40203080008,REPARO HIDRAULICO EM UNIDADE AUTÔNOMA
0874,4.02.03.06.0122,40203060122,REPAROS NOS MUROS DA AREA COMUM
0874,4.01.02.03.0002,40102030002,HONORÁRIOS DE ASSESSORIA CONTÁBIL
0874,4.01.02.01.0014,40102010014,APLICATIVO CONVIVER
0874,4.02.03.07.0009,40203070009,HONORÁRIOS DE ASSESSORIA CONTÁBIL DE ENCERRAMENTO DE EXERCÍCIO
0874,4.01.02.03.0007,40102030007,HONORÁRIOS DE ASSESSORIA CONTÁBIL DE ENCERRAMENTO DE EXERCÍCIO
0874,4.02.03.09.0012,40203090012,HONORÁRIOS DE ASSESSORIA CONTÁBIL DE ENCERRAMENTO DE EXERCÍCIO
0874,4.01.01.01.0003,40101010003,13º SALÁRIO
0874,4.01.03.01.0016,40103010016,PAGAMENTO EMPRESTIMO REF. DEPOSITO INICIAL PARA ABERTURA DE CONTA
0874,4.01.02.02.0064,40102020064,NOTIFICAÇÃO EXTRAJUDICIAL
2012,4.02.01.02.0064,40201020064,LAUDOS TECNICOS DIVERSOS
2012,4.02.03.06.0128,40203060128,REFORMA DA ECLUSA DO PORTÃO DE PEDESTRE
0304,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
3111,4.02.01.02.0058,40201020058,LAUDOS PERICIAIS DOS ELEVADORES
2106,4.02.03.06.0078,40203060078,ORÇAMENTO PARA REFORMAS NO CONDOMÍNIO
0799,4.02.03.01.0001,40203010001,AQUISIÇÃO DE UTENSILIOS PARA O SALÃO DE FESTAS
0799,4.02.03.01.0066,40203010066,AQUISIÇÃO PANO DE COPA PARA SALÃO FESTA
1192,4.01.02.02.0166,40102020166,MANUTENÇÃO MOTOR JACUZZI
1192,4.01.02.02.0065,40102020065,MANUTENÇÃO DO MOTOR/FILTRO DA PISCINA
1192,4.01.02.02.0075,40102020075,MANUTENÇÃO DO MOTOR DA PISCINA COBERTA
1244,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
3053,4.02.01.02.0040,40201020040,AQUISIÇÃO E INSTALAÇÃO DE TELA DE SOMBRA PARA QUADRA DE ESPORTES
0788,4.01.02.01.0015,40102010015,SEGURO PREDIAL E DE VIDA DOS EMPREGADOS
0788,4.01.01.01.0013,40101010013,SEGURO DE VIDA REF. EMPREGADOS
0788,4.01.02.01.0012,40102010012,SEGURO DO CONDOMÍNIO
1408,4.01.02.02.0008,40102020008,MANUTENÇÃO ELÉTRICA
1408,4.02.03.08.0011,40203080011,INSTALAÇÃO DE FOTOCELULA NO PORTÃO DE VEÍCULOS
1408,4.02.03.08.0012,40203080012,REPARO DO PORTÃO DE VEÍCULOS
1408,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
1408,4.02.03.06.0076,40203060076,REFORMA DA FACHADA DO CONDOMÍNIO - OUTROS
1408,4.01.02.02.0049,40102020049,MANUTENÇÃO DA CERCA ELÉTRICA/CONCERTINA
1408,4.02.03.08.0035,40203080035,AQUISIÇÃO DE TAG E INTERFONE PARA REPASSE
1408,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
1408,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
2994,4.02.03.01.0039,40203010039,MANUTENÇÃO DO FILTRO DE ÁGUA DO SALÃO DE FESTAS
0888,4.01.02.02.0056,40102020056,MANUTENÇÃO DA BOMBA DO CHUVEIRO DA SAUNA
0888,4.01.02.02.0066,40102020066,MANUTENÇÃO DA CAIXA DÁGUA ELEVADA
0888,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
0888,4.02.03.06.0019,40203060019,REFORMA DA GARAGEM - MATERIAIS
0888,4.02.03.07.0008,40203070008,REFORMA DA SAUNA - MATERIAIS
0888,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
0888,4.01.01.01.0021,40101010021,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL
0888,4.02.03.01.0035,40203010035,MATERIAIS HIDRAULICOS
0888,4.01.02.02.0025,40102020025,REPARO NA PRUMADA HIDRAULICA
0888,4.02.03.06.0007,40203060007,REPARO DA PRUMADA HIDRÁULICA
0888,4.02.03.05.0004,40203050004,REPAROS NA BOMBA DA CAIXA DÁGUA
0888,4.02.03.01.0032,40203010032,MATERIAIS PARA MANUTENÇÕES DIVERSAS
0888,4.01.02.02.0127,40102020127,MANUTENÇÃO DA SAUNA
0888,4.01.02.02.0084,40102020084,MANUTENÇÃO DA BOIA/BOMBA DA CAIXA DE ÁGUA
2079,4.02.03.06.0011,40203060011,REPAROS NO POÇO ARTESIANO
1865,4.02.03.06.0020,40203060020,REFORMA DA CALÇADA - MATERIAIS
2170,4.02.01.02.0034,40201020034,AQUISIÇÃO DE PULVERIZADOR DE VENENO
3198,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2190,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
3157,4.02.01.02.0060,40201020060,AQUISIÇÃO DE EQUIPAMENTOS PARA QUADRA DE ESPORTES
3157,4.02.03.06.0116,40203060116,REFORMA DA QUADRA DE ESPORTES - OUTROS
0202,4.02.02.03.0001,40202030001,HONORÁRIOS CONTÁBEIS - AREA DE LAZER
1468,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1468,4.02.03.06.0020,40203060020,REFORMA DA CALÇADA - MATERIAIS
1468,4.02.03.06.0110,40203060110,TROCA DO PISO DO PÁTIO E INSTALAÇÃO CAIXAS DE PASSAGEM TELEFONIA
2051,4.02.03.01.0055,40203010055,BALCÃO DE MARMORE PARA CHURRASQUEIRA DE APOIO
2051,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2018,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2018,4.01.01.01.0017,40101010017,AUXILIO COMBUSTÍVEL REF. EMPREGADOS
2018,4.02.03.07.0001,40203070001,13º SALÁRIOS
2018,4.02.03.07.0003,40203070003,FÉRIAS
0826,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
0826,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
0826,4.01.02.02.0008,40102020008,MANUTENÇÃO ELÉTRICA
0826,4.02.01.02.0030,40201020030,INSTALAÇÃO DE LEITOR DE BIOMETRIA FACIAL
3323,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2023,4.01.01.03.0002,40101030002,SERVIÇO DE PORTARIA PRESENCIAL - MENSAL
1877,4.01.02.02.0132,40102020132,SUBSTITUIÇÃO DO MOTOR DO PORTÃO DE VEÍCULOS
1877,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1877,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
2360,4.02.01.02.0041,40201020041,AQUISIÇÃO DE DECIBELIMETRO DIGITAL
0832,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
0832,4.01.04.01.0002,40104010002,MANUTENÇÃO DOS PORTÕES E ALARME
1446,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
1446,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
1446,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
1446,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
1446,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
0763,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0763,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
0763,4.01.01.01.0022,40101010022,LEMBRANÇA DE PÁSCOA PARA EMPREGADO (S)
0763,4.01.02.02.0040,40102020040,GÁS PARA O SALÃO DE FESTAS
0763,4.02.03.01.0005,40203010005,AQUISIÇÃO DE GÁS PARA O SALÃO DE FESTAS
0763,4.02.01.02.0017,40201020017,LEMBRANÇA DE NATAL PARA COLABORADORES
0763,4.01.02.02.0046,40102020046,MATERIAIS ALIMENTÍCIOS PARA EMPREGADOS
0763,4.02.01.02.0063,40201020063,LEMBRANÇA DE PÁSCOA AOS MORADORES
1266,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
1266,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2161,4.02.01.03.0005,40201030005,REFORMA DA ALVENARIA E PINTURA DO CONDOMÍNIO - OUTROS
1167,4.01.02.01.0002,40102010002,ÁGUA E ESGOTO
1167,4.01.02.01.0011,40102010011,ÁGUA
1215,4.01.04.01.0017,40104010017,INTERNET
1404,4.01.02.02.0106,40102020106,MANUTENÇÃO DE CALHAS E RUFOS
2492,4.02.03.06.0095,40203060095,SERVIÇO DE SERRALHERIA REF. PINTURA DO PRÉDIO
1820,4.02.03.06.0042,40203060042,INSTALAÇÃO DE PLACAS DE ENERGIA FOTOVOLTAICA - MATERIAIS
1820,4.02.03.06.0065,40203060065,INSTALAÇÃO DE PLACAS DE ENERGIA FOTOVOLTAICA - OUTROS
3229,4.02.03.06.0008,40203060008,REFORMA DA AREA DA PISCINA E SALÃO DE FESTAS
0825,4.01.02.02.0014,40102020014,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
0825,4.01.02.02.0015,40102020015,LIMPEZA DE CAIXA D ÁGUA
0825,4.01.02.02.0069,40102020069,DEDETIZAÇÃO DA AREA COMUM E LIMPEZA DA CAIXA DÁGUA
0825,4.02.03.11.0018,40203110018,DEDETIZAÇÃO E DESRATIZAÇÃO EXTRA DA ÁREA COMUM
0825,4.02.03.11.0027,40203110027,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
0825,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
0825,4.02.03.01.0060,40203010060,LIMPEZA DE TUBULAÇÕES HIDRÁULICAS E OUTROS
0825,4.01.02.02.0062,40102020062,LIMPEZA DE CALHAS E RUFOS
0825,4.02.03.01.0071,40203010071,LIMPEZA DE CALHAS E RUFOS
1302,4.02.03.01.0029,40203010029,TAPETE PARA AREA COMUM
1302,4.02.01.02.0022,40201020022,AQUISIÇÃO DE TAPETES PARA ÁREA COMUM
1302,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
1302,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2378,4.01.02.02.0026,40102020026,MANUTENÇÃO DA PISCINA
2378,4.01.02.02.0155,40102020155,MANUTENÇÃO DO TROCADOR DE CALOR DA PISCINA
1162,4.01.04.01.0014,40104010014,DEDETIZAÇÃO E DESRATIZAÇÃO TRIMESTRAL
1162,4.02.03.11.0010,40203110010,TESTE DA QUALIDADE DA ÁGUA DO POÇO ARTESIANO
1162,4.01.02.02.0014,40102020014,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
1162,4.02.03.11.0018,40203110018,DEDETIZAÇÃO E DESRATIZAÇÃO EXTRA DA ÁREA COMUM
1162,4.02.03.11.0030,40203110030,DEDETIZAÇÃO E DESRATIZAÇÃO TRIMESTRAL
0854,4.01.02.02.0050,40102020050,MANUTENÇÕES NAS CALÇADAS INTERNAS
0854,4.02.03.06.0005,40203060005,PINTURA DAS ÁREAS COMUNS
2063,4.02.03.06.0005,40203060005,PINTURA DAS ÁREAS COMUNS
2063,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
2063,4.02.03.06.0120,40203060120,REFORMA DO MURO DA ÁREA DE LAZER
2063,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
0793,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
0793,4.02.03.01.0027,40203010027,MANUTENÇÃO DO FILTRO DA PISCINA
0793,4.02.03.07.0008,40203070008,REFORMA DA SAUNA - MATERIAIS
0793,4.02.03.06.0037,40203060037,REFORMA DA SAUNA - MÃO DE OBRA
0793,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1237,4.01.02.02.0044,40102020044,CÓPIAS E IMPRESSÕES
2517,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
1887,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
0867,4.01.02.02.0052,40102020052,INSETICIDA
1283,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
1283,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
1283,4.02.03.01.0019,40203010019,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
1283,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
1283,4.02.01.02.0050,40201020050,AQUISIÇÃO DE CONTROLE PORTÃO/TAG PARA USO DO CONDOMINIO
1665,4.02.03.09.0001,40203090001,13º SALÁRIOS
1665,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
1665,4.02.03.09.0007,40203090007,RESCISÃO DE CONTRATO DE TRABALHO
0786,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2093,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2237,4.01.02.02.0148,40102020148,REFORMA DO TOLDO DA ENTRADA DO PRÉDIO
2237,4.02.03.06.0131,40203060131,REFORMA DO TOLDO DA ENTRADA DO PRÉDIO
1463,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
1813,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
1813,4.01.02.02.0057,40102020057,MANUTENÇÃO DO PORTÃO SOCIAL
0845,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0845,4.01.02.02.0088,40102020088,SUBSTITUIÇÃO DE FECHADURA DE PORTA
0845,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
0688,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0688,4.02.03.07.0001,40203070001,13º SALÁRIOS
0688,4.02.03.07.0003,40203070003,FÉRIAS
1586,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
1586,4.02.01.02.0005,40201020005,DECORAÇÃO NATALINA
1260,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
2943,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
0503,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
1776,4.01.02.02.0003,40102020003,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO
1776,4.02.01.02.0018,40201020018,GRATIFICAÇÃO DE FIM DE ANO PARA COLABORADORES/LIXEIROS
1776,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1776,4.02.01.02.0069,40201020069,AQUISIÇÃO CAIXA DÁGUA DE ÁGUA NOVA
0827,4.01.02.02.0003,40102020003,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO
0818,4.02.03.06.0002,40203060002,REFORMA DO TELHADO DO CONDOMÍNIO - MÃO DE OBRA
0818,4.02.03.06.0079,40203060079,REFORMA DO TELHADO DO CONDOMÍNIO - MATERIAIS
0794,4.01.02.02.0040,40102020040,GÁS PARA O SALÃO DE FESTAS
0794,4.02.03.01.0005,40203010005,AQUISIÇÃO DE GÁS PARA O SALÃO DE FESTAS
0850,4.01.02.02.0025,40102020025,REPARO NA PRUMADA HIDRAULICA
2210,4.02.01.02.0028,40201020028,RESSARCIMENTO DE DANOS
2210,4.01.02.02.0092,40102020092,MANUTENÇÃO DA ILUMINAÇÃO DO CONDOMÍNIO
0681,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0681,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
0681,4.01.01.01.0002,40101010002,FÉRIAS
0681,4.01.01.01.0003,40101010003,13º SALÁRIO
0681,4.02.03.07.0001,40203070001,13º SALÁRIOS
0681,4.02.03.07.0003,40203070003,FÉRIAS
3160,4.02.03.06.0122,40203060122,REPAROS NOS MUROS DA AREA COMUM
3160,4.02.03.08.0031,40203080031,REPAROS DE CALHA E RUFOS EM UNIDADE AUTONOMA
0079,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
1407,4.02.03.08.0008,40203080008,REPARO HIDRAULICO EM UNIDADE AUTÔNOMA
1407,4.01.02.02.0014,40102020014,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
1407,4.01.02.02.0119,40102020119,MANUTENÇÃO DA PRUMADA DE ESGOTO
1407,4.02.03.08.0018,40203080018,DEVOLUÇÃO DE VALORES DEPOSITADOS/RECEBIDOS A MAIOR
1407,4.01.02.02.0061,40102020061,VISTORIA HIDRÁULICA NAS UNIDADES
1407,4.02.03.06.0007,40203060007,REPARO DA PRUMADA HIDRÁULICA
1426,4.02.03.06.0023,40203060023,MATERIAIS PARA PINTURA EXTERNA DOS BLOCOS
3089,4.02.01.02.0057,40201020057,AQUISIÇÃO DE PULSEIRAS PARA VISITANTES DA PISCINA
1770,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
1770,4.02.03.05.0003,40203050003,REPAROS DA CENTRAL DE INTERFONES
1770,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
2213,4.01.02.02.0145,40102020145,INSTALAÇÃO DE FITA ANTIDERRAPANTE NAS ESCADARIAS
3133,4.01.03.01.0017,40103010017,DESPESA NÃO IDENTIFICADA
3133,4.02.03.01.0070,40203010070,DESENTUPIMENTO HIDRÁULICO NOS ESPAÇOS
3403,4.02.01.02.0030,40201020030,INSTALAÇÃO DE LEITOR DE BIOMETRIA FACIAL
