codigo_fornecedor,classificacao,conta_codigo_reduzido,conta_descricao
0663,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0663,4.02.03.09.0003,40203090003,FÉRIAS
0663,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
1297,4.02.03.01.0028,40203010028,MANUTENÇÃO DO BEBEDOURO DO SALÃO DE FESTAS
1297,4.01.02.02.0073,40102020073,MANUTENÇÃO DO BEBEDOURO
0800,4.02.03.01.0001,40203010001,AQUISIÇÃO DE UTENSILIOS PARA O SALÃO DE FESTAS
0933,4.01.02.03.0006,40102030006,HONORÁRIOS DE VICE-SÍNDICO(A)
2920,4.01.02.02.0160,40102020160,MANUTENÇÃO EM COMPUTADOR
3454,4.01.01.01.0015,40101010015,AUXILIO ALIMENTAÇÃO REF. EMPREGADOS
2896,4.01.02.01.0004,40102010004,TELEFONE E INTERNET
1180,4.02.03.12.0001,40203120001,MATERIAIS PARA PINTURA INTERNA DOS BLOCOS
1180,4.02.03.10.0002,40203100002,MATERIAIS PARA PINTURA INTERNA DOS BLOCOS
1180,4.01.02.02.0081,40102020081,PINTURA DE AREAS COMUNS
1180,4.02.03.06.0026,40203060026,REFORMA DO DECK DA PISCINA - MATERIAL
1180,4.02.03.06.0023,40203060023,MATERIAIS PARA PINTURA EXTERNA DOS BLOCOS
1180,4.02.03.06.0025,40203060025,REFORMA DA SAUNA - MATERIAIS
1180,4.01.02.02.0115,40102020115,MATERIAIS PARA MANUTENÇÃO DA PINTURA DA AREA COMUM
1180,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
1180,4.02.03.06.0091,40203060091,PINTURA DA ACADEMIA - MATERIAL
1180,4.02.03.06.0020,40203060020,REFORMA DA CALÇADA - MATERIAIS
1180,4.02.03.06.0076,40203060076,REFORMA DA FACHADA DO CONDOMÍNIO - OUTROS
1180,4.02.03.12.0010,40203120010,REFORMA DA AREA DE LAZER
0797,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0797,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
0797,4.02.03.06.0102,40203060102,CORREÇÃO DA REFORMA DA CALÇADA - MATERIAL
0885,4.01.04.01.0001,40104010001,VISTORIA E MANUTENÇÃO DOS ELEVADORES
0885,4.02.01.02.0002,40201020002,TAXA CREA DOS ELEVADORES
0885,4.01.02.02.0002,40102020002,SUBSTITUIÇÃO DE PEÇAS DO(S) ELEVADOR(S)
0885,4.02.03.05.0002,40203050002,SUBSTITUIÇÃO DE PEÇAS DOS ELEVADORES
0885,4.01.01.02.0011,40101020011,TAXA CREA ART DOS ELEVADORES
0885,4.02.03.06.0055,40203060055,SUBSTITUIÇÃO DE PEÇAS DO ELEVADOR
0885,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
1194,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0871,4.01.02.01.0012,40102010012,SEGURO DO CONDOMÍNIO
0871,4.01.02.01.0015,40102010015,SEGURO PREDIAL E DE VIDA DOS EMPREGADOS
0871,4.01.01.01.0013,40101010013,SEGURO DE VIDA REF. EMPREGADOS
0852,4.02.03.06.0004,40203060004,INSTALAÇÃO DE COBERTURA PARA O TOTEM DE SAÍDA
1674,4.01.02.01.0003,40102010003,GÁS
2942,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1671,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
0757,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
0757,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0757,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
2435,4.02.03.01.0044,40203010044,AQUISIÇÃO DE MOVEIS PARA O SALÃO DE FESTAS
1999,4.01.02.02.0002,40102020002,SUBSTITUIÇÃO DE PEÇAS DO(S) ELEVADOR(S)
1999,4.01.04.01.0001,40104010001,VISTORIA E MANUTENÇÃO DOS ELEVADORES
1999,4.01.02.02.0079,40102020079,MANUTENÇÃO DE INTERFONES
1999,4.01.01.02.0011,40101020011,TAXA CREA ART DOS ELEVADORES
1999,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
1403,4.02.03.06.0034,40203060034,OMBRELONE PARA A AREA DA PISCINA
1403,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
2992,4.02.03.11.0007,40203110007,MATERIAIS ELÉTRICOS/LÂMPADAS
2992,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
2062,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
2062,4.02.01.02.0032,40201020032,AQUISIÇÃO DE CANTONEIRAS PARA PILARES DA GARAGEM
2230,4.01.02.02.0103,40102020103,REPARO DE VIDRO DA ÁREA COMUM
1646,4.02.03.08.0012,40203080012,REPARO DO PORTÃO DE VEÍCULOS
1646,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
0795,4.01.02.02.0024,40102020024,MATERIAIS PARA MANUTENÇÃO DE APARELHOS DA ACADEMIA
0795,4.02.03.01.0047,40203010047,AQUISIÇÃO DE EQUIPAMENTOS PARA ACADEMIA
1191,4.02.01.02.0036,40201020036,AQUISIÇÃO DE RELÓGIO DE PAREDE
1191,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
2217,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
2217,4.01.02.02.0012,40102020012,SERVIÇOS DE PORTARIA
2053,4.02.01.02.0027,40201020027,AQUISIÇÃO DE MÁQUINA SOPRADOR
2902,4.01.01.01.0017,40101010017,AUXILIO COMBUSTÍVEL REF. EMPREGADOS
1129,4.02.03.11.0001,40203110001,INSETICIDA
1129,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
1129,4.01.02.02.0052,40102020052,INSETICIDA
1129,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
1886,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
1737,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
1461,4.02.03.06.0041,40203060041,EMPRESTIMO PARA REFORMA DO CONDOMÍNIO
2402,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0090,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
3076,4.01.04.01.0004,40104010004,TRATAMENTO E LIMPEZA DA PISCINA
3529,4.02.01.02.0066,40201020066,AQUISIÇÃO DE MÓVEIS E UTENSILIOS
2155,4.01.02.02.0005,40102020005,MANUTENÇÃO EM PORTAS
0678,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0678,4.02.03.09.0001,40203090001,13º SALÁRIOS
0678,4.02.03.09.0003,40203090003,FÉRIAS
0678,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
0837,4.02.02.01.0002,40202010002,CONTA SEM USO
0837,4.02.03.08.0002,40203080002,REPASSE DE HONORÁRIOS DE COBRANÇA
0837,4.01.02.02.0064,40102020064,NOTIFICAÇÃO EXTRAJUDICIAL
0837,4.01.02.03.0003,40102030003,HONORÁRIOS DE ASSESSORIA JURÍDICA
0837,4.01.02.03.0008,40102030008,HONORÁRIOS ADVOCATÍCIOS
0837,4.02.03.01.0042,40203010042,NOTIFICAÇÃO EXTRAJUDICIAL
0837,4.02.03.06.0030,40203060030,REFORMA DA GARAGEM - OUTROS
0837,4.02.03.08.0004,40203080004,CUSTAS DE COBRANÇA JUDICIAL
0837,4.02.03.06.0052,40203060052,HONORÁRIOS ADVOCATÍCIOS
0820,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0820,4.02.01.03.0001,40201030001,INSTALAÇÃO DE CÂMERAS DE SEGURANÇA
0820,4.01.02.02.0022,40102020022,INSTALAÇÃO DE CÂMERAS DE SEGURANÇA
0820,4.02.03.06.0047,40203060047,MELHORIAS NO SISTEMA DE SEGURANÇA
0820,4.02.01.02.0030,40201020030,INSTALAÇÃO DE LEITOR DE BIOMETRIA FACIAL
0820,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
0820,4.02.03.06.0124,40203060124,INSTALAÇÃO DE LEITOR DE BIOMETRIA FACIAL
1119,4.02.01.02.0003,40201020003,AQUISIÇÃO DE LAVADORA DE ALTA PRESSÃO
1763,4.01.02.02.0137,40102020137,MANUTENÇÃO DO CARRINHO DO LIXO
1771,4.02.03.06.0019,40203060019,REFORMA DA GARAGEM - MATERIAIS
1344,4.02.03.06.0023,40203060023,MATERIAIS PARA PINTURA EXTERNA DOS BLOCOS
1344,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1344,4.02.03.11.0005,40203110005,MATERIAIS PARA MANUTENÇÕES DIVERSAS
1148,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
2903,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2903,4.02.03.07.0001,40203070001,13º SALÁRIOS
2903,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
2903,4.02.03.09.0001,40203090001,13º SALÁRIOS
2903,4.02.03.09.0003,40203090003,FÉRIAS
0686,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0686,4.02.03.09.0001,40203090001,13º SALÁRIOS
0686,4.02.03.09.0003,40203090003,FÉRIAS
2484,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
0204,4.01.01.01.0010,40101010010,LAUDOS DA MEDICINA DO TRABALHO REF. EMPREGADOS
1207,4.02.03.06.0016,40203060016,PROJETO ARQUITETONICO PARA REFORMA DO JARDIM
1207,4.02.03.06.0068,40203060068,PROJETO ARQUITETONICO PARA REFORMA DA FACHADA
0661,4.01.02.02.0023,40102020023,MANUTENÇÃO DA CENTRAL DE GÁS
0661,4.02.03.06.0002,40203060002,REFORMA DO TELHADO DO CONDOMÍNIO - MÃO DE OBRA
0661,4.01.02.02.0106,40102020106,MANUTENÇÃO DE CALHAS E RUFOS
2384,4.02.03.06.0076,40203060076,REFORMA DA FACHADA DO CONDOMÍNIO - OUTROS
0774,4.01.02.02.0029,40102020029,MANUTENÇÃO DE IMPRESSORA
2152,4.01.02.02.0011,40102020011,MATERIAIS HIDRÁULICOS
2897,4.02.03.06.0108,40203060108,OBRA RETIRADA DAS PASTILHAS - MÃO DE OBRA
2897,4.02.03.06.0110,40203060110,TROCA DO PISO DO PÁTIO E INSTALAÇÃO CAIXAS DE PASSAGEM TELEFONIA
2897,4.02.03.06.0117,40203060117,PINTURA DO HALL DE ENTRADA - MÃO DE OBRA
1301,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
1301,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1808,4.02.03.01.0049,40203010049,AQUISIÇÃO DE LIXEIRA PARA O SALÃO DE FESTAS
1808,4.02.01.02.0049,40201020049,AQUISIÇÃO DE LIXEIRA
0679,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0679,4.02.03.09.0001,40203090001,13º SALÁRIOS
0679,4.02.03.09.0003,40203090003,FÉRIAS
0679,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
